SourceFile,DATE,TIME,REGION,PROVINCE,MUNICIPALITY,BRGYS,AFFECTED_FAM,AFFECTED_PERSONS,ECS_CUM,ECS_NOW,IDP_EC_FAM_CUM,IDP_EC_FAM_NOW,IDP_IN_EC_PERS_CUM,IDP_IN_EC_PERS_NOW,IDP_OUT_EC_FAM_CUM,IDP_OUT_EC_FAM_NOW,IDP_OUT_EC_PERS_CUM,IDP_OUT_EC_PERS_NOW,TOT_IDP_FAM_CUM,TOT_IDP_FAM_NOW,TOT_IDP_PERS_CUM,TOT_IDP_PERS_NOW,TOT_HOUSE_DAMAGED,HOUSE_TOTALLY_DAMAGED,HOUSE_PARTIALLY_DAMAGED,LATEST_INFO,CONCATENATE,REGION STD,PROVINCE STD,MUNICIPALITY STD,PCODE3,MapProvinceName
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,BOHOL,Valencia,35,5747,27586,7,0,215,0,965,0,,,,,215,0,965,0,0,,,TRUE,VIIBOHOLValencia,REGION VII (CENTRAL VISAYAS),BOHOL,VALENCIA,071247000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,BOHOL,Tagbilaran City,15,20165,96792,5,0,94,0,424,0,,,,,94,0,424,0,0,,,TRUE,VIIBOHOLTagbilaran City,REGION VII (CENTRAL VISAYAS),BOHOL,TAGBILARAN CITY (CAPITAL),071242000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Alcoy,8,3208,14757,3,0,48.9130434783,0,225,0,,,,,48.9130434783,0,225,0,0,,,TRUE,VIICEBUAlcoy,REGION VII (CENTRAL VISAYAS),CEBU,ALCOY,072202000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Argao,1,45,15109,,,,,,,7,7,32.2,32.2,7,7,32.2,32.2,7,,7,TRUE,VIICEBUArgao,REGION VII (CENTRAL VISAYAS),CEBU,ARGAO,072205000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Asturias,19,9724,44732,,,,,,,189,189,869.4,869.4,189,189,869.4,869.4,189,62,127,TRUE,VIICEBUAsturias,REGION VII (CENTRAL VISAYAS),CEBU,ASTURIAS,072206000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Balamban,28,15486,71237,12,0,882,0,3695,0,,,,,882,0,3695,0,0,,,TRUE,VIICEBUBalamban,REGION VII (CENTRAL VISAYAS),CEBU,BALAMBAN,072208000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Bantayan,25,16258,74785,14,0,203,0,890,0,16055,,73895,,16258,0,74785,0,16276,10533,5743,TRUE,VIICEBUBantayan,REGION VII (CENTRAL VISAYAS),CEBU,BANTAYAN,072209000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Barili,1,14244,65524,,,,,,,257,257,1180,1180,257,257,1180,1180,2,,2,TRUE,VIICEBUBarili,REGION VII (CENTRAL VISAYAS),CEBU,BARILI,072210000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Borbon,19,6869,31598,17,0,175,0,805,0,5158,5158,23726.8,23726.8,5333,5158,24531.8,23726.8,5560,3820,1740,TRUE,VIICEBUBorbon,REGION VII (CENTRAL VISAYAS),CEBU,BORBON,072213000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Carmen,21,9706,44648,5,0,478,0,2153,0,571,571,2626,2626,1049,571,4779,2626,1049,156,893,TRUE,VIICEBUCarmen,REGION VII (CENTRAL VISAYAS),CEBU,CARMEN,072215000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Catmon,20,6157,28320,34,0,701,0,2740,0,1311,1311,6031,6031,2012,1311,8771,6031,1353,135,1218,TRUE,VIICEBUCatmon,REGION VII (CENTRAL VISAYAS),CEBU,CATMON,072216000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Compostela,17,9255,42574,11,0,985,0,4193,0,401,401,1840,1840,1386,401,6033,1840,752,32,720,TRUE,VIICEBUCompostela,REGION VII (CENTRAL VISAYAS),CEBU,COMPOSTELA,072218000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Consolacion,21,23185,106649,9,0,630,0,2923,0,892,892,3929,3929,1522,892,6852,3929,55,17,38,TRUE,VIICEBUConsolacion,REGION VII (CENTRAL VISAYAS),CEBU,CONSOLACION,072219000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Cordova,13,10946,50353,33,0,1839,0,8459.4,0,233,,1072,,2072,0,9531.4,0,616,19,597,TRUE,VIICEBUCordova,REGION VII (CENTRAL VISAYAS),CEBU,CORDOBA,072220000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Daanbantayan,20,16282,74897,19,0,258,0,1165,0,14024,,73732,,14282,0,74897,0,14282,13660,622,TRUE,VIICEBUDaanbantayan,REGION VII (CENTRAL VISAYAS),CEBU,DAANBANTAYAN,072221000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Dumanjug,37,10164,46754,7,0,346,0,2076,0,,,,,346,0,2076,0,0,,,TRUE,VIICEBUDumanjug,REGION VII (CENTRAL VISAYAS),CEBU,DUMANJUG,072224000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Ginatilan,14,3332,15327,6,0,110,0,506.2,0,6,6,27.6,27.6,116,6,533.8,27.6,8,8,,TRUE,VIICEBUGinatilan,REGION VII (CENTRAL VISAYAS),CEBU,GINATILAN,072225000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Liloan,14,23372,100500,17,0,449,0,2143,0,,,,,449,0,2143,0,0,,,TRUE,VIICEBULiloan,REGION VII (CENTRAL VISAYAS),CEBU,LILOAN,072227000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Madridejos,14,7588,34905,18,1,291,23,1384,126,1826,,33521,,2117,23,34905,126,6453,6134,319,TRUE,VIICEBUMadridejos,REGION VII (CENTRAL VISAYAS),CEBU,MADRIDEJOS,072228000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Medellin,19,10880,50047,14,0,477,0,2513,0,9464,,50234,,9941,0,52747,0,10091,5092,4999,TRUE,VIICEBUMedellin,REGION VII (CENTRAL VISAYAS),CEBU,MEDELLIN,072231000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Minglanilla,9,26320,113178,10,0,167.1739130435,0,769,0,,,,,167.1739130435,0,769,0,51,18,33,TRUE,VIICEBUMinglanilla,REGION VII (CENTRAL VISAYAS),CEBU,MINGLANILLA,072232000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Pilar,13,2514,11564,7,0,32,0,153,0,2398,2398,11025,11025,2430,2398,11178,11025,2381,737,1644,TRUE,VIICEBUPilar,REGION VII (CENTRAL VISAYAS),CEBU,PILAR,072236000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Pinamungahan,26,212,12608.0434782609,,,,,,,,,,,0,0,0,0,212,20,192,TRUE,VIICEBUPinamungahan,REGION VII (CENTRAL VISAYAS),CEBU,PINAMUNGAHAN,072237000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Poro,17,5108,23498,2,0,521,0,2325.6,0,924,924,4321,4321,1445,924,6646.6,4321,948,657,291,TRUE,VIICEBUPoro,REGION VII (CENTRAL VISAYAS),CEBU,PORO,072238000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,San Francisco,15,10295,47357,,,,,,,4438,4438,20415,20415,4438,4438,20415,20415,3864,444,3420,TRUE,VIICEBUSan Francisco,REGION VII (CENTRAL VISAYAS),CEBU,SAN FRANCISCO,072242000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,San Fernando,18,14179,60970,,,,,,,1609,34,7402,156,1609,34,7402,156,34,,34,TRUE,VIICEBUSan Fernando,REGION VII (CENTRAL VISAYAS),CEBU,SAN FERNANDO,072241000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,San Remegio,27,11173,51394,28,0,390,0,1846,0,7260,7260,14827,14827,7650,7260,16673,14827,9020,4997,4023,TRUE,VIICEBUSan Remegio,REGION VII (CENTRAL VISAYAS),CEBU,SAN REMIGIO,072243000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Santander,10,3501,16105,8,0,88,0,370,0,11,11,33,33,99,11,403,33,2,,2,TRUE,VIICEBUSantander,REGION VII (CENTRAL VISAYAS),CEBU,SANTANDER,072245000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Sibonga,25,9487,43641,15,0,681,0,3334.4,0,26,26,120,120,707,26,3454.4,120,60,5,55,TRUE,VIICEBUSibonga,REGION VII (CENTRAL VISAYAS),CEBU,SIBONGA,072246000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Sogod,18,6658,30626,11,0,639,0,2938.6,0,2854,2854,13130,13130,3493,2854,16068.6,13130,2805,446,2359,TRUE,VIICEBUSogod,REGION VII (CENTRAL VISAYAS),CEBU,SOGOD,072247000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Sta. Fe,10,5928,27270,2,0,200,0,1000,0,5728,5728,26270,26270,5928,5728,27270,26270,4354,2327,2027,TRUE,VIICEBUSta. Fe,REGION VII (CENTRAL VISAYAS),CEBU,SANTA FE,072244000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Tabogon,25,7179.1304347826,33024,29,1,336,1,1456,4,1815,1815,8016,8016,2151,1816,9472,8020,3726,2606,1120,TRUE,VIICEBUTabogon,REGION VII (CENTRAL VISAYAS),CEBU,TABOGON,072248000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Tabuelan,12,4846.0869565217,22292,,,,,,,4846,4846,22292,22292,4846,4846,22292,22292,4822,2175,2647,TRUE,VIICEBUTabuelan,REGION VII (CENTRAL VISAYAS),CEBU,TABUELAN,072249000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Tuburan,54,12807,58914,12,0,507,0,2408.2,0,4643,4643,21282,21282,5150,4643,23690.2,21282,4874,577,4297,TRUE,VIICEBUTuburan,REGION VII (CENTRAL VISAYAS),CEBU,TUBURAN,072252000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Tudela,11,2143,9859,,,,,,,1500,1500,6900,6900,1500,1500,6900,6900,1497,1361,136,TRUE,VIICEBUTudela,REGION VII (CENTRAL VISAYAS),CEBU,TUDELA,072253000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Bogo City,29,15198,69911,9,0,1017,0,4921,0,11348,,64990,,12365,0,69911,0,12365,6496,5869,TRUE,VIICEBUBogo City,REGION VII (CENTRAL VISAYAS),CEBU,CITY OF BOGO,072211000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Carcar City,2,23331,107323,,,,,,,2,2,9,9,2,2,9,9,2,,2,TRUE,VIICEBUCarcar City,REGION VII (CENTRAL VISAYAS),CEBU,CARCAR CITY,072214000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Cebu City,80,196857,866171,11,0,2070,0,10325,0,,,,,2070,0,10325,0,0,,,TRUE,VIICEBUCebu City,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (CAPITAL),072217000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Danao City,42,25924,119252,21,0,2643,0,12157.8,0,,,,,2643,0,12157.8,0,0,,,TRUE,VIICEBUDanao City,REGION VII (CENTRAL VISAYAS),CEBU,DANAO CITY,072223000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Lapu-Lapu City,30,81504,350467,28,0,6060,0,30014,0,,,,,6060,0,30014,0,0,,,TRUE,VIICEBULapu-Lapu City,REGION VII (CENTRAL VISAYAS),CEBU,LAPU-LAPU CITY (OPON),072226000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Mandaue City,27,78886,331320,25,0,1724.4,0,7609,0,,,,,1724.4,0,7609,0,0,,,TRUE,VIICEBUMandaue City,REGION VII (CENTRAL VISAYAS),CEBU,MANDAUE CITY,072230000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Naga City,28,22081,101571,6,0,246,0,1142,0,,,,,246,0,1142,0,428,30,398,TRUE,VIICEBUNaga City,REGION VII (CENTRAL VISAYAS),CEBU,CITY OF NAGA,072234000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Talisay City,22,43646,200772,7,0,195,0,783.8,0,1339,1057,5870,4861,1534,1057,6653.8,4861,1057,30,1027,TRUE,VIICEBUTalisay City,REGION VII (CENTRAL VISAYAS),CEBU,CITY OF TALISAY,072250000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,CEBU,Toledo City,38,34147,157078,1,0,187,0,860.2,0,,,,,187,0,860.2,0,0,,,TRUE,VIICEBUToledo City,REGION VII (CENTRAL VISAYAS),CEBU,TOLEDO CITY,072251000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,Amlan,8,4935,22206,8,0,329,0,1482,0,,,,,329,0,1482,0,0,,,TRUE,VIINegros OrientalAmlan,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,AMLAN (AYUQUITAN),074601000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,Ayungon,24,10255,46146,17,0,534,0,1816,0,3,3,13,13,537,3,1829,13,3,,3,TRUE,VIINegros OrientalAyungon,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,AYUNGON,074602000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,Bacong,7,7175,32286,6,0,205,0,923,0,7,,31,,212,0,954,0,7,1,6,TRUE,VIINegros OrientalBacong,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,BACONG,074603000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,Bindoy,22,8759,39416,8,0,428,0,1925,0,,,,,428,0,1925,0,0,,,TRUE,VIINegros OrientalBindoy,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,BINDOY (PAYABON),074607000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,Dauin,1,5609,25239,,,,,,,39,39,161,161,39,39,161,161,39,,39,TRUE,VIINegros OrientalDauin,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,DAUIN,074609000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,Jimalalud,28,6454,29044,9,0,337,0,1514,0,9,9,45,45,346,9,1559,45,9,9,,TRUE,VIINegros OrientalJimalalud,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,JIMALALUD,074612000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,La Libertad,29,8645,38904,6,0,176,0,791,0,,,,,176,0,791,0,0,,,TRUE,VIINegros OrientalLa Libertad,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,LA LIBERTAD,074613000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,Mabinay,32,16486,74187,6,0,67,0,401,0,,,,,67,0,401,0,0,,,TRUE,VIINegros OrientalMabinay,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,MABINAY,074614000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,Manjuyod,27,9135,41107,9,0,256,0,1150,0,,,,,256,0,1150,0,0,,,TRUE,VIINegros OrientalManjuyod,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,MANJUYOD,074615000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,Pamplona,16,7757,34906,7,0,201,0,905,0,,,,,201,0,905,0,0,,,TRUE,VIINegros OrientalPamplona,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,PAMPLONA,074616000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,San Jose,14,4244,19098,2,0,250,0,750,0,,,,,250,0,750,0,0,,,TRUE,VIINegros OrientalSan Jose,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,SAN JOSE,074617000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,Sibulan,15,11449,51519,5,0,103,0,394,0,,,,,103,0,394,0,0,,,TRUE,VIINegros OrientalSibulan,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,SIBULAN,074620000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,Siaton,1,16286,73285,1,0,60,0,270,0,,,,,60,0,270,0,,,,TRUE,VIINegros OrientalSiaton,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,SIATON,074619000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,Tayasan,28,7691,34609,4,0,66,0,297,0,7,,31,,73,0,328,0,0,,,TRUE,VIINegros OrientalTayasan,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,TAYASAN,074622000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,Valencia,24,6995,31477,7,0,215,0,1030,0,,,,,215,0,1030,0,0,,,TRUE,VIINegros OrientalValencia,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,VALENCIA (LUZURRIAGA),074623000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,Vallehermoso,15,8210,36943,5,0,131,0,589,0,49,49,221,221,180,49,810,221,49,23,26,TRUE,VIINegros OrientalVallehermoso,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,VALLEHERMOSO,074624000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,Dumaguete City,30,26863,120883,34,0,1266,0,5546,0,,,,,1266,0,5546,0,0,,,TRUE,VIINegros OrientalDumaguete City,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,DUMAGUETE CITY (CAPITAL),074610000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,Guihulngan City,33,20817,93675,3,0,535,0,2408,0,48,48,220,220,583,48,2628,220,48,16,32,TRUE,VIINegros OrientalGuihulngan City,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,CITY OF GUIHULNGAN,074611000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,Tanjay City,24,17577,79098,2,0,220,0,990,0,,,,,220,0,990,0,0,0,0,TRUE,VIINegros OrientalTanjay City,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,CITY OF TANJAY,074621000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,Bais City,35,5536,24913,8,0,507,0,2564,0,,,,,507,0,2564,0,0,0,,TRUE,VIINegros OrientalBais City,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,BAIS CITY,074604000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,Negros Oriental,Bayawan City,28,25350,114074,18,0,819,0,3837,0,,,,,819,0,3837,0,0,,,TRUE,VIINegros OrientalBayawan City,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,CITY OF BAYAWAN (TULONG),074606000,Err:508
vii I rpt.131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VII,SIQUIJOR,Lazi,18,4657,22024,1,0,230,0,989,0,,,,,230,0,989,0,0,,,TRUE,VIISIQUIJORLazi,REGION VII (CENTRAL VISAYAS),SIQUIJOR,LAZI,076103000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Abuyog,64,7560,35532,4,2,27,10,127,38,4243,4233,22931,22893,4270,4243,23058,22931,12276,4270,8006,TRUE,VIIIA. LEYTE1Abuyog,REGION VIII (EASTERN VISAYAS),LEYTE,ABUYOG,083701000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Alangalang,54,6140,28858,3,3,210,210,987,987,9483,9483,51355,5135,9693,9693,52342,6122,9693,5873,3820,TRUE,VIIIA. LEYTE1Alangalang,REGION VIII (EASTERN VISAYAS),LEYTE,ALANGALANG,083702000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Albuera,16,5365,25215.5,1,1,292,292,1462,1462,4073,4073,22109,22109,4365,4365,23571,23571,7628,4365,3263,TRUE,VIIIA. LEYTE1Albuera,REGION VIII (EASTERN VISAYAS),LEYTE,ALBUERA,083703000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Babatngon,25,3383,15900.1,6,6,348,348,1664,1664,649,649,3720,3720,997,997,5384,5384,3568,997,2571,TRUE,VIIIA. LEYTE1Babatngon,REGION VIII (EASTERN VISAYAS),LEYTE,BABATNGON,083705000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Barugo,37,3981,18710.7,11,11,248,248,1166,1166,3577,3577,19489,19489,3825,3825,20655,20655,6403,3825,2578,TRUE,VIIIA. LEYTE1Barugo,REGION VIII (EASTERN VISAYAS),LEYTE,BARUGO,083706000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Bato,32,4711,22141.7,11,11,696,696,3271,3271,4015,4015,18871,18871,4711,4711,22142,22142,7577,4711,2866,TRUE,VIIIA. LEYTE1Bato,REGION VIII (EASTERN VISAYAS),LEYTE,BATO,083707000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Burauen,77,6463,30376.1,1,0,50,0,235,0,6476,0,35005,,6526,0,35240,0,10027,6526,3501,TRUE,VIIIA. LEYTE1Burauen,REGION VIII (EASTERN VISAYAS),LEYTE,BURAUEN,083710000,Err:508
