SourceFile,DATE,TIME,REGION,PROVINCE,MUNICIPALITY,BRGYS,AFFECTED_FAM,AFFECTED_PERSONS,ECS_CUM,ECS_NOW,IDP_EC_FAM_CUM,IDP_EC_FAM_NOW,IDP_IN_EC_PERS_CUM,IDP_IN_EC_PERS_NOW,IDP_OUT_EC_FAM_CUM,IDP_OUT_EC_FAM_NOW,IDP_OUT_EC_PERS_CUM,IDP_OUT_EC_PERS_NOW,TOT_IDP_FAM_CUM,TOT_IDP_FAM_NOW,TOT_IDP_PERS_CUM,TOT_IDP_PERS_NOW,TOT_HOUSE_DAMAGED,HOUSE_TOTALLY_DAMAGED,HOUSE_PARTIALLY_DAMAGED,LATEST_INFO,CONCATENATE,REGION STD,PROVINCE STD,MUNICIPALITY STD,PCODE3,MapProvinceName
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,OCC. MINDORO,Abra de Ilog,9,722,2831,12,0,371,0,1423,0,351,,1408,,722,0,2831,0,133,25,108,TRUE,IV-BOCC. MINDOROAbra de Ilog,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,ABRA DE ILOG,175101000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,OCC. MINDORO,Calintaan,4,276,1266,4,0,276,0,1266,0,,,,,276,0,1266,0,149,8,141,TRUE,IV-BOCC. MINDOROCalintaan,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,CALINTAAN,175102000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,OCC. MINDORO,Looc,4,98,490,4,0,98,0,490,0,,,,,98,0,490,0,38,2,36,TRUE,IV-BOCC. MINDOROLooc,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,LOOC,175103000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,OCC. MINDORO,Lubang,5,212,1012,5,0,212,0,1012,0,,,,,212,0,1012,0,0,,,TRUE,IV-BOCC. MINDOROLubang,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,LUBANG,175104000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,OCC. MINDORO,Magsaysay,8,1047,2813,9,0,1047,0,2813,0,,,,,1047,0,2813,0,1713,306,1407,TRUE,IV-BOCC. MINDOROMagsaysay,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,MAGSAYSAY,175105000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,OCC. MINDORO,Mamburao,5,908,4540,8,0,908,0,4540,0,,,,,908,0,4540,,0,,,TRUE,IV-BOCC. MINDOROMamburao,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,MAMBURAO (CAPITAL),175106000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,OCC. MINDORO,Palauan,1,168,840,5,0,168,0,840,0,,,,,168,0,840,0,5,,5,TRUE,IV-BOCC. MINDOROPalauan,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,PALUAN,175107000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,OCC. MINDORO,Rizal,10,555,2452,22,0,555,0,2452,0,,,,,555,0,2452,0,357,26,331,TRUE,IV-BOCC. MINDORORizal,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,RIZAL,175108000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,OCC. MINDORO,Sablayan,5,2197,10985,17,0,2197,0,10985,0,,,,,2197,0,10985,0,0,,,TRUE,IV-BOCC. MINDOROSablayan,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,SABLAYAN,175109000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,OCC. MINDORO,San Jose,1,3660,17095,29,0,3555,0,16537,0,105,,558,,3660,0,17095,0,863,237,626,TRUE,IV-BOCC. MINDOROSan Jose,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,SAN JOSE,175110000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,OCC. MINDORO,Sta. Cruz,5,257,1285,5,0,257,0,1285,0,,,,,257,0,1285,0,378,50,328,TRUE,IV-BOCC. MINDOROSta. Cruz,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,SANTA CRUZ,175111000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,MARINDUQUE,Boac,25,856,3386,33,0,856,0,3386,0,,,,,856,0,3386,0,14,2,12,TRUE,IV-BMARINDUQUEBoac,REGION IV-B (MIMAROPA),MARINDUQUE,BOAC (CAPITAL),174001000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,MARINDUQUE,Buenavista,9,360,1365,14,0,360,0,1365,0,,,,,360,0,1365,0,0,0,0,TRUE,IV-BMARINDUQUEBuenavista,REGION IV-B (MIMAROPA),MARINDUQUE,BUENAVISTA,174002000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,MARINDUQUE,Gasan,13,385,1850,26,0,385,0,1850,0,,,,,385,0,1850,0,134,3,131,TRUE,IV-BMARINDUQUEGasan,REGION IV-B (MIMAROPA),MARINDUQUE,GASAN,174003000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,MARINDUQUE,Mogpog,17,235,983,20,0,235,0,983,0,,,,,235,0,983,0,15,,15,TRUE,IV-BMARINDUQUEMogpog,REGION IV-B (MIMAROPA),MARINDUQUE,MOGPOG,174004000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,MARINDUQUE,Sta. Cruz,12,103,275,12,0,103,0,275,0,,,,,103,0,275,0,0,,,TRUE,IV-BMARINDUQUESta. Cruz,REGION IV-B (MIMAROPA),MARINDUQUE,SANTA CRUZ,174005000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,MARINDUQUE,Torrijos,7,111,640,7,0,111,0,640,0,,,,,111,0,640,0,0,,,TRUE,IV-BMARINDUQUETorrijos,REGION IV-B (MIMAROPA),MARINDUQUE,TORRIJOS,174006000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ORIENTal MINDORO,Baco,27,6082,28382,49,0,1270,0,5809,0,622,,3088,,1892,0,8897,0,508,28,480,TRUE,IV-BORIENTal MINDOROBaco,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,BACO,175201000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ORIENTal MINDORO,Bansud,13,2500,11000,22,0,707,0,3341,0,600,,3000,,1307,0,6341,0,159,34,125,TRUE,IV-BORIENTal MINDOROBansud,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,BANSUD,175202000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ORIENTal MINDORO,Bongabong,15,911,4486,21,0,911,0,4486,0,,,,,911,0,4486,0,137,35,102,TRUE,IV-BORIENTal MINDOROBongabong,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,BONGABONG,175203000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ORIENTal MINDORO,Bulalacao,8,786,3310,29,0,786,0,3310,0,,,,,786,0,3310,0,609,108,501,TRUE,IV-BORIENTal MINDOROBulalacao,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,BULALACAO (SAN PEDRO),175204000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ORIENTal MINDORO,Gloria,17,2054,10270,23,0,592,0,2297,0,8,,40,,600,0,2337,0,5,,5,TRUE,IV-BORIENTal MINDOROGloria,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,GLORIA,175206000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ORIENTal MINDORO,Mansalay,17,2296,9784,38,0,1699,0,6533,0,62,,258,,1761,0,6791,0,93,28,65,TRUE,IV-BORIENTal MINDOROMansalay,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,MANSALAY,175207000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ORIENTal MINDORO,Naujan,20,619,3133,30,0,619,0,3153,0,,,,,619,0,3153,0,120,36,84,TRUE,IV-BORIENTal MINDORONaujan,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,NAUJAN,175208000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ORIENTal MINDORO,Pinamalayan,22,1005,4573,20,0,1005,0,4573,0,,,,,1005,0,4573,0,454,400,54,TRUE,IV-BORIENTal MINDOROPinamalayan,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,PINAMALAYAN,175209000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ORIENTal MINDORO,Pola,23,2832,11134,59,0,1411,0,5713,0,824,,3181,,2235,0,8894,0,360,26,334,TRUE,IV-BORIENTal MINDOROPola,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,POLA,175210000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ORIENTal MINDORO,Puerto Galera,6,95,475,10,0,95,0,475,0,,,,,95,0,475,0,107,95,12,TRUE,IV-BORIENTal MINDOROPuerto Galera,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,PUERTO GALERA,175211000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ORIENTal MINDORO,San Teodoro,6,292,1469,8,0,292,0,1469,0,,,,,292,0,1469,0,430,110,320,TRUE,IV-BORIENTal MINDOROSan Teodoro,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,SAN TEODORO,175213000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ORIENTal MINDORO,Socorro,20,401,1484,28,0,401,0,1484,0,,,,,401,0,1484,0,0,,,TRUE,IV-BORIENTal MINDOROSocorro,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,SOCORRO,175214000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ORIENTal MINDORO,Victoria,19,481,2363,34,0,481,0,2363,0,,,,,481,0,2363,0,0,,,TRUE,IV-BORIENTal MINDOROVictoria,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,VICTORIA,175215000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ORIENTal MINDORO,Roxas,16,1260,5988,36,0,1260,0,5988,0,,,,,1260,0,5988,0,299,26,273,TRUE,IV-BORIENTal MINDORORoxas,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,ROXAS,175212000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ORIENTal MINDORO,Calapan City,13,3038,15190,12,0,987,0,3718,0,2051,,11472,,3038,0,15190,0,303,42,261,TRUE,IV-BORIENTal MINDOROCalapan City,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,CALAPAN CITY,175205000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ROMBLON,Alcantara,12,3405,17025,,,,,,,3405,,17025,,3405,0,17025,0,771,52,719,TRUE,IV-BROMBLONAlcantara,REGION IV-B (MIMAROPA),ROMBLON,ALCANTARA,175901000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ROMBLON,Banton,17,1510,6799,,,,,,,,,,,0,0,0,0,0,0,0,TRUE,IV-BROMBLONBanton,REGION IV-B (MIMAROPA),ROMBLON,BANTON,175902000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ROMBLON,Cajidiocan,5,161,781,10,0,146,0,710,0,15,,71,,161,0,781,0,15,2,13,TRUE,IV-BROMBLONCajidiocan,REGION IV-B (MIMAROPA),ROMBLON,CAJIDIOCAN,175903000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ROMBLON,Calatrava,7,2325,9024,7,0,344,0,1043,0,1981,,7981,,2325,0,9024,0,108,14,94,TRUE,IV-BROMBLONCalatrava,REGION IV-B (MIMAROPA),ROMBLON,CALATRAVA,175904000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ROMBLON,Concepcion,8,130,572,8,0,82,0,82,0,29,,140,,111,0,222,0,33,1,32,TRUE,IV-BROMBLONConcepcion,REGION IV-B (MIMAROPA),ROMBLON,CONCEPCION,175905000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ROMBLON,Corcuera,2,112,560,,,,,,,112,,560,,112,0,560,0,2,2,,TRUE,IV-BROMBLONCorcuera,REGION IV-B (MIMAROPA),ROMBLON,CORCUERA,175906000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ROMBLON,Ferrol,6,1707,7488,6,0,224,0,925,0,1483,,6563,,1707,0,7488,0,322,34,288,TRUE,IV-BROMBLONFerrol,REGION IV-B (MIMAROPA),ROMBLON,FERROL,175916000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ROMBLON,Looc,12,1294,18008,12,0,634,0,2068,0,660,,2606,,1294,0,4674,0,904,77,827,TRUE,IV-BROMBLONLooc,REGION IV-B (MIMAROPA),ROMBLON,LOOC,175907000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ROMBLON,Odiongan,25,3733,14547,46,0,1025,0,3893,0,2708,,10654,,3733,0,14547,0,921,76,845,TRUE,IV-BROMBLONOdiongan,REGION IV-B (MIMAROPA),ROMBLON,ODIONGAN,175909000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ROMBLON,Romblon,19,466,2009,26,0,400,0,1556,0,155,,795,,555,0,2351,0,226,11,215,TRUE,IV-BROMBLONRomblon,REGION IV-B (MIMAROPA),ROMBLON,ROMBLON (CAPITAL),175910000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ROMBLON,San Agustin,15,2233,8838,12,0,123,0,494,0,2110,,8344,,2233,0,8838,0,82,6,76,TRUE,IV-BROMBLONSan Agustin,REGION IV-B (MIMAROPA),ROMBLON,SAN AGUSTIN,175911000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ROMBLON,San Andres,11,1242,15839,10,0,211,0,975,0,975,,15000,,1186,0,15975,0,933,55,878,TRUE,IV-BROMBLONSan Andres,REGION IV-B (MIMAROPA),ROMBLON,SAN ANDRES,175912000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ROMBLON,San Fernando,12,527,2820,6,0,143,0,900,0,384,,1920,,527,0,2820,0,745,50,695,TRUE,IV-BROMBLONSan Fernando,REGION IV-B (MIMAROPA),ROMBLON,SAN FERNANDO,175913000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ROMBLON,San Jose,5,1038,4671,,,,,,,1038,0,4671,,1038,0,4671,0,1048,82,966,TRUE,IV-BROMBLONSan Jose,REGION IV-B (MIMAROPA),ROMBLON,SAN JOSE,175914000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ROMBLON,Sta. Fe,11,2161,9793,5,0,59,0,251,0,2102,,9542,,2161,0,9793,0,1510,105,1405,TRUE,IV-BROMBLONSta. Fe,REGION IV-B (MIMAROPA),ROMBLON,SANTA FE,175915000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,ROMBLON,Sta. Maria,6,118,489,8,0,72,0,297,0,46,,192,,118,0,489,0,49,7,42,TRUE,IV-BROMBLONSta. Maria,REGION IV-B (MIMAROPA),ROMBLON,SANTA MARIA (IMELDA),175917000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,PALAWAN,Agutaya,10,2588,11906,14,1,1625,2,7475,6,,,,,1625,2,7475,6,1640,1218,422,TRUE,IV-BPALAWANAgutaya,REGION IV-B (MIMAROPA),PALAWAN,AGUTAYA,175302000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,PALAWAN,Araceli,13,674,2906,27,0,573,0,2511,0,101,,395,,674,0,2906,0,0,,,TRUE,IV-BPALAWANAraceli,REGION IV-B (MIMAROPA),PALAWAN,ARACELI,175303000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,PALAWAN,Busuanga,14,4643,21358,36,1,828,1,2578,4,3359,666,16682,1350,4187,667,19260,1354,4187,1580,2607,TRUE,IV-BPALAWANBusuanga,REGION IV-B (MIMAROPA),PALAWAN,BUSUANGA,175307000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,PALAWAN,Cagayancillo,2,10,41,2,0,10,0,41,0,0,,0,,10,0,41,0,0,,,TRUE,IV-BPALAWANCagayancillo,REGION IV-B (MIMAROPA),PALAWAN,CAGAYANCILLO,175308000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,PALAWAN,Coron,23,9335,42941,23,2,1244,13,6093,70,7081,0,32202,0,8325,13,38295,70,8325,5021,3304,TRUE,IV-BPALAWANCoron,REGION IV-B (MIMAROPA),PALAWAN,CORON,175309000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,PALAWAN,Culion,14,4248,19543,40,2,702,3,2808,14,2298,135,10992,516,3000,138,13800,530,3000,1522,1478,TRUE,IV-BPALAWANCulion,REGION IV-B (MIMAROPA),PALAWAN,CULION,175322000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,PALAWAN,Cuyo,17,4749,21847,9,0,389,0,1708,0,618,,2924,,1007,0,4632,0,448,22,426,TRUE,IV-BPALAWANCuyo,REGION IV-B (MIMAROPA),PALAWAN,CUYO,175310000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,PALAWAN,Dumaran,13,879,4395,7,0,148,0,729,0,,,,,148,0,729,0,0,,,TRUE,IV-BPALAWANDumaran,REGION IV-B (MIMAROPA),PALAWAN,DUMARAN,175311000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,PALAWAN,El Nido,12,331,1340,10,0,331,0,1340,0,,,,,331,0,1340,0,32,7,25,TRUE,IV-BPALAWANEl Nido,REGION IV-B (MIMAROPA),PALAWAN,EL NIDO (BACUIT),175312000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,PALAWAN,Linapacan,10,3083,14180,10,0,496,0,2282,0,,,,,496,0,2282,0,567,22,545,TRUE,IV-BPALAWANLinapacan,REGION IV-B (MIMAROPA),PALAWAN,LINAPACAN,175313000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,PALAWAN,Magsaysay,11,1925,9096,2,0,112,0,263,0,517,,2585,,629,0,2848,0,554,16,538,TRUE,IV-BPALAWANMagsaysay,REGION IV-B (MIMAROPA),PALAWAN,MAGSAYSAY,175314000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,PALAWAN,Narra,2,70,324,2,0,61,0,280,0,9,,44,,70,0,324,0,0,,,TRUE,IV-BPALAWANNarra,REGION IV-B (MIMAROPA),PALAWAN,NARRA,175315000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,PALAWAN,Quezon,3,79,388,2,0,77,0,376,0,2,,12,,79,0,388,0,0,,,TRUE,IV-BPALAWANQuezon,REGION IV-B (MIMAROPA),PALAWAN,QUEZON,175317000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,PALAWAN,Roxas,28,2353,9373,30,0,1786,0,7145,0,567,,2228,,2353,0,9373,0,4,1,3,TRUE,IV-BPALAWANRoxas,REGION IV-B (MIMAROPA),PALAWAN,ROXAS,175318000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,PALAWAN,San Vicente,4,251,950,10,0,206,0,950,0,,,,,206,0,950,0,1,,1,TRUE,IV-BPALAWANSan Vicente,REGION IV-B (MIMAROPA),PALAWAN,SAN VICENTE,175319000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,PALAWAN,Taytay,22,3770,6569,31,0,1271,0,5911,0,,,,,1271,0,5911,0,0,,,TRUE,IV-BPALAWANTaytay,REGION IV-B (MIMAROPA),PALAWAN,TAYTAY,175320000,Err:508
IV B rpt. 131 T. Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,IV-B,PALAWAN,Puerto Princesa City,40,3054,12551,29,0,1704,0,7048,0,1350,,5503,,3054,0,12551,0,3,1,2,TRUE,IV-BPALAWANPuerto Princesa City,REGION IV-B (MIMAROPA),PALAWAN,PUERTO PRINCESA CITY (CAPITAL),175316000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,AKLAN,Altavas,14,5200,23919,12,0,406,0,2030,0,4744,4745,21660,21660,5150,4745,23690,21660,5170,3324,1846,TRUE,VIAKLANAltavas,REGION VI (WESTERN VISAYAS),AKLAN,ALTAVAS,060401000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,AKLAN,Balete,10,5912,27197,,,,,,,5850,5912,26910,27197,5850,5912,26910,27197,5702,4809,893,TRUE,VIAKLANBalete,REGION VI (WESTERN VISAYAS),AKLAN,BALETE,060402000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,AKLAN,Banga,30,8275,38063,,,,,,,8200,8275,37720,38063,8200,8275,37720,38063,8281,4673,3608,TRUE,VIAKLANBanga,REGION VI (WESTERN VISAYAS),AKLAN,BANGA,060403000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,AKLAN,Batan,20,6590,30312,,,,,,,6540,6590,30084,30312,6540,6590,30084,30312,6540,3840,2700,TRUE,VIAKLANBatan,REGION VI (WESTERN VISAYAS),AKLAN,BATAN,060404000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,AKLAN,Buruanga,15,3687,16962,,,,,,,3000,3687,13800,16962,3000,3687,13800,16962,2196,282,1914,TRUE,VIAKLANBuruanga,REGION VI (WESTERN VISAYAS),AKLAN,BURUANGA,060405000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,AKLAN,Ibajay,35,9843,45279,8,0,291,0,1311,0,9459,9552,43539,43968,9750,9552,44850,43968,4955,671,4284,TRUE,VIAKLANIbajay,REGION VI (WESTERN VISAYAS),AKLAN,IBAJAY,060406000,Err:508
VI Rpt#131 T.Yolanda 11.6.13 @01.06.14  6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VI,AKLAN,Kalibo,16,16222,74619,12,0,913,0,4785,0,9322,15309,42296,69834,10235,15309,47081,69834,9959,2717,7242,TRUE,VIAKLANKalibo,REGION VI (WESTERN VISAYAS),AKLAN,KALIBO (CAPITAL),060407000,Err:508
